section_title,count
"3.4. PAYMENT FOR SERVICES WILL BE MADE ONLY AFTER SUBMISSION OF THE DOCUMENTS DESCRIBED IN ARTICLE 8.2 OF THE PRESENT CONTRACT.",2
"5.5. IN ADDITION TO THE PARAGRAPH 7 OF THE GENERAL TERMS AND CONDITIONS, IN CASE IF THE SELLER REQUESTS RETURN OF NON-CONFIRMING, REJECTED, OBSOLETE OR SURPLUS GOODS (“DEFECTIVE GOODS”), THEN SUCH DEFECTIVE GOODS SHALL BE RETURNED TO THE SELLER ON EX WORKS - BUYER’S PREMISES CONDITIONS (INCOTERMS 2020).",2
"6. EXPORT COMPLIANCE / 6.1. ADDITIONALLY, THE PRODUCTS, SERVICES AND/OR TECHNICAL DATA (COLLECTIVELY “ITEMS”) DELIVERED UNDER THIS AGREEMENT MAY BE SUBJECT TO THE EXPORT CONTROL LAWS AND REGULATIONS OF THE UNITED STATES, RUSSIAN FEDERATION AND OTHER APPLICABLE JURISDICTIONS (COLLECTIVELY ""EXPORT CONTROL LAWS"") INCLUDING, BUT NOT LIMITED TO, THE INTERNATIONAL TRAFFIC IN ARMS REGULATIONS OR THE EXPORT ADMINISTRATION REGULATIONS (COLLECTIVELY “U.S. EXPORT LAWS”) AND/OR RUSSIAN FEDERATION’S EXPORT CONTROL LIST(S). THE PARTIES SHALL COMPLY WITH ALL APPLICABLE EXPORT CONTROL LAWS OF THE U.S. AND RUSSIAN FEDERATION AND SHALL NOT EXPORT, RE-EXPORT OR TRANSFER ITEMS WITHOUT FIRST OBTAINING ALL REQUIRED LICENSES AND APPROVALS.",2
"7. THE RESPONSIBILITIES AND GUARANTEES / 7.1. FOR ANY DELAYED DELIVERY OF ALL THE GOODS OR PART OF THE GOODS AS COMPARED TO THE DUE DATES ACCORDING TO THE ATTACHMENT #1 HERETO, THE BUYER IS ENTITLED TO REQUIRE FROM THE SELLER TO PAY A PENALTY EQUAL TO 0,1% (ZERO-POINT ONE PERCENT) OF EACH PART OF NOT FULFILLED OBLIGATION UNDER THIS CONTRACT FOR EACH DAY OF DELAY FOR EACH PART OF NOT FULFILLED OBLIGATION UNLESS THE DELIVERY IS DELAYED DUE TO THE FAULT OF THE BUYER. THE TOTAL AMOUNT OF THE PENALTY DOES NOT EXCEED 5% OF THE CONTRACT PRICE. THE BUYER MAY DEDUCT THE PENALTY AMOUNT FROM THE PAYMENT DUE FROM THE BUYER TO SELLER FOR THE DELIVERED GOODS.",2
"7.4. THE SELLER GUARANTEES THAT BY THE TIME OF SIGNING THE ACT OF FINAL ACCEPTANCE, THE RESULTS WILL MEET THE CONFORMITY OF QUALITY AGREED BETWEEN THE PARTIES, AS WELL AS MEET RESPECTIVE TECHNICAL REQUIREMENTS, APPLICABLE LAWS AND STANDARDS, AND THE GOODS WILL FIT FOR THE INTENDED USE.",2
"8.2. SELLER (NON-RESIDENT OF THE RUSSIAN FEDERATION), BEFORE FIRST PAYMENT FOR SERVICES, MUST PROVIDE OFFICIAL DOCUMENT PRESENTED IN ONE OF BELOW TYPES:",2
"9. ANTI-CORRUPTION CLAUSE / 9.1. IN FULFILLING THEIR OBLIGATIONS UNDER THE AGREEMENT, THE PARTIES, THEIR AFFILIATES, EMPLOYEES OR INTERMEDIARIES DO NOT PAY, OFFER TO PAY OR AUTHORIZE THE PAYMENT OF ANY FUNDS OR VALUABLES, DIRECTLY OR INDIRECTLY, TO ANY PERSONS TO INFLUENCE THE ACTIONS OR DECISIONS OF SUCH PERSONS.",2
"10.2. PARTIES ACKNOWLEDGE AND AGREE THAT ANY CHANGE OF TERMS AND CONDITIONS OF THE CONTRACT REQUIRE RESPECTIVE AMENDMENT OR SUPPLEMENTAL AGREEMENT. ALL ATTACHMENTS, AMENDMENTS AND SUPPLEMENTAL AGREEMENTS TO THE PRESENT CONTRACT ARE VALID WHEN THEY ARE MADE IN WRITING, DULY SIGNED AND STAMPED BY THE AUTHORIZED REPRESENTATIVES OF BOTH PARTIES.",2
"10.4. THE PARTIES HEREBY INCORPORATE BY REFERENCE THE DOCUMENTS DESCRIBED HEREIN WHICH SHALL BE DEEMED AS INTEGRAL PART OF THE CONTRACT:",2
"1.3. ПОЗИЦИЯ (НАИМЕНОВАНИЕ), КОЛИЧЕСТВО, ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ, АССОРТИМЕНТ (ЕСЛИ ПРИМЕНИМО), МЕРЫ ИЗМЕРЕНИЯ, ЦЕНА ЗА ЕДИНИЦУ ТОВАРА, КОД ТН ВЭД, СООТВЕТСТВИЕ СТАНДАРТАМ КАЧЕСТВА (СООТВЕТСТВИЯ СООТВЕТСТВУЮЩИМ МЕЖДУНАРОДНЫМ СТАНДАРТАМ КАЧЕСТВА), НАИМЕНОВАНИЕ ПРОИЗВОДИТЕЛЯ И СТРАНЫ ПРОИСХОЖДЕНИЯ ТОВАРА УКАЗАНЫ В ПРИЛОЖЕНИИ № 1.",2
"4.2. В ДОПОЛНЕНИЕ К ДОКУМЕНТАЦИИ, ОПРЕДЕЛЕННОЙ В ПУНКТЕ 4.1 НАСТОЯЩЕГО КОНТРАКТА, ПРОДАВЕЦ ПРЕДОСТАВИТ СЛЕДУЮЩИЕ ДОКУМЕНТЫ ВМЕСТЕ С ПОСТАВЛЕННЫМИ ТОВАРАМИ:",2
"5. УСЛОВИЯ ПОСТАВКИ / 5.1. ПРОДАВЕЦ ПОСТАВИТ ТОВАРЫ ПОКУПАТЕЛЮ НЕ ПОЗДНЕЕ СРОКОВ, ОБОЗНАЧЕННЫХ В ПРИЛОЖЕНИИ № 1. ЧАСТИЧНАЯ ПОСТАВКА РАНЬШЕ ВРЕМЕНИ РАЗРЕШАЕТСЯ ПО ПРОСЬБЕ ПОКУПАТЕЛЯ.",2
"5.4. СЛЕДУЮЩАЯ ИНФОРМАЦИЯ ДОЛЖНА БЫТЬ УКАЗАНА С КАЖДОЙ ПАРТИЕЙ ПОСТАВКИ:",2
"2. SHIPPING, PAYMENT AND RIGHT TO AUDIT:",2
"9. WARRANTY:",2
"20. SERVICE AND REPLACEMENT PARTS:",2
"9. ГАРАНТИЯ:",2
"LIABILITY OF THE PARTIES",2
"ПРИЛОЖЕНИЕ № 4",2
"7. ФОРС-МАЖОРНЫЕ ОБСТОЯТЕЛЬСТВА",2
"2.3. THE TOTAL VALUE OF THE PRESENT CONTRACT IS CONSTANT AFTER EFFECTIVE DATE COMES INTO FORCE OF THE PRESENT CONTRACT (CLAUSE 15.) AND VALID UP TO COMPLETE DELIVERY.",2
"3.3. THE DATE OF DELIVERY OF THE GOODS IS THE DATE OF ARRIVAL OF THE CARGO, WHICH IS CONFIRMED BY THE DATED STAMP “CARGO ARRIVED” BY THE CUSTOMS AUTHORITY AT THE DESTINATION POINT.",2
"4.2. THE QUALITY OF THE GOODS WILL BE CONFIRMED BY CERTIFICATE OF QUALITY.",2
"5.1. PAYMENT FOR THE GOODS UNDER THE PRESENT CONTRACT IS TO BE EFFECTED BY THE BUYER AFTER REGISTRATION OF THE PRESENT CONTRACT IN THE STATE’S BODIES OF THE REPUBLIC OF UZBEKISTAN IN ORDER ESTABLISHED THE FINANCIAL INSTRUMENT IN CONFORMITY WITH THE TERMS OF PAYMENT AS STIPULATED BELOW:",2
"6.4. IF THE BUYER FAILS TO MAKE PAYMENT WITHIN THE TERMS SPECIFIED IN PARAGRAPH 5.1., THE SELLER ADDITIONALLY HAS THE RIGHT TO ISSUE AN INVOICE FOR DELAY AND CLAIM PAYMENT IN THE AMOUNT OF 10% OF THE CONTRACT AMOUNT.",2
"8.2. THE SELLER IS OBLIGED TO NOTIFY THE BUYER BY E-MAIL ABOUT THE READINESS OF THE GOODS FOR SHIPMENT 3 DAYS BEFORE SHIPMENT AND PROVIDE THE DRAFTS OF THE FOLLOWING DOCUMENTS FOR APPROVAL:",2
"8.3. WITHIN 2 BUSINESS DAYS FROM SHIPMENT OF GOODS TO BUYER, THE SELLER SHALL SEND THE BUYER THE FOLLOWING DOCUMENTS IN PDF VIA ELECTRONIC MAIL:",2
"8.4. THE FOLLOWING SHIPPING DOCUMENTATION SHALL ACCOMPANY THE GOODS:",2
"9.3. THE BUYER HAS THE RIGHT TO CLAIM ON THE SELLER ON THE QUALITY WITHIN 12 MONTHS FROM THE DATE OF PUTTING THE PRODUCT INTO OPERATION.",2
"9.5. IN CASE OF SHORTAGE OF THE GOODS AND/OR INCOMPLETENESS DELIVERED UNDER THE PRESENT CONTRACT THE SELLER IS OBLIGED TO DELIVER THE GOODS TO COMPENSATE THIS SHORTAGE WITHIN 40 CALENDAR DAYS FROM THE DATE OF ACCEPTANCE OF THE CLAIM.",2
"9.7. IN CASE IF THE GOODS FAILS OR TURNS OUT TO BE INCONSISTENT WITH THE TERMS OF THIS CONTRACT, THE SELLER, WITHIN 50 CALENDAR DAYS FROM THE DATE OF ACKNOWLEDGMENT OF THE COMPLAINT, MUST ELIMINATE THE DEFECTS OR DELIVER A NEW GOODS TO REPLACE THE DEFECTIVE GOODS ON THE TERMS OF DELIVERY IN CLAUSE 17.1. AT SELLER’S OWN EXPENSE.",2
"10.3. IN CASE OF ABOVEMENTIONED CIRCUMSTANCES LASTS FOR MORE THAN 180 CALENDAR DAYS, EACH PARTY SHALL BE ENTITLED TO TERMINATE THIS CONTRACT FORTHWITH, WITHOUT ANY LIABILITY FOR REIMBURSEMENT OF ANY LOSSES TOWARDS EACH OTHER. IN SUCH CASE THE SELLER OBLIGES TO RETURN ALL EFFECTED BY THE BUYER PAYMENTS, EXCEPT PAYMENTS FOR THE ALREADY SHIPPED GOODS.",2
"11.4. THE AWARD OF THE ARBITRATION COURT SHALL BE FINAL AND BINDING UPON BOTH PARTIES.",2
"13.1. HIGH QUALITY PROPER MATERIALS WILL BE USED FOR MANUFACTURING THE GOODS ALSO HIGH QUALITY MANUFACTURING AND ASSEMBLING WHICH WILL ENSURE USUAL SERVICE LIFE FOR SUCH TYPE OF THE GOODS. SELLER SHALL NOT HOLD RESPONSIBILITY FOR DEFECTS CAUSED BY FAULTY OPERATION OR MAINTENANCE, IMPROPER USE OR NORMAL WEAR AND TEAR.",2
"16.8. EXPERIMENTAL INDUSTRIAL TEST:",2
"17. CONSIGNEE AND DELIVERY POINT",2
"17.2. POINT OF DELIVERY:",2
"ВСТУПЛЕНИЕ ДОГОВОРА В СИЛУ, / ИЗМЕНЕНИЕ, РАСТОРЖЕНИЕ И ПРЕКРАЩЕНИЕ ДОГОВОРА",2
"14. АДРЕСА, РЕКВИЗИТЫ И ПОДПИСИ СТОРОН / «ПОКУПАТЕЛЬ»:",2
"4.2. ВСЯ УПАКОВКА ДОЛЖНА СООТВЕТСТВОВАТЬ ТРЕБОВАНИЯМ ЗАКОНОДАТЕЛЬСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ, ИМЕТЬ СЛЕДУЮЩУЮ МАРКИРОВКУ:",2
"8.6. ПОСТАВЩИК НЕ НЕСЕТ ГАРАНТИЙНОЙ ОТВЕТСТВЕННОСТИ ЗА НЕПОЛАДКИ И НЕИСПРАВНОСТИ ОБОРУДОВАНИЯ, ЕСЛИ ОНИ ПРОИЗОШЛИ:",2
"ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ",2
"ВВОДА ОБОРУДОВАНИЯ В ЭКСПЛУАТАЦИЮ, ОКАЗАНИЯ / УСЛУГ ПО ОБУЧЕНИЮ ПРАВИЛАМ ЭКСПЛУАТАЦИИ",2
"1.4. СУЩЕСТВЕННЫМИ УСЛОВИЯМИ КОНТРАКТА ДЛЯ СТОРОН ЯВЛЯЮТСЯ, В ТОМ ЧИСЛЕ: ЦЕНА, СРОКИ, КАЧЕСТВО РАБОТ, НАДЛЕЖАЩЕЕ ОБЕСПЕЧЕНИЕ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО КОНТРАКТУ В ПЕРИОД ДЕЙСТВИЯ КОНТРАКТА.",2
"2.7. ПОДРЯДЧИК НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА КАЧЕСТВО, СРОКИ ВЫПОЛНЕНИЯ СУБПОДРЯДЧИКОМ РАБОТ. ИСПОЛНИТЕЛЬНУЮ И ИНУЮ ТЕХНИЧЕСКУЮ ДОКУМЕНТАЦИЮ ПО РАБОТАМ СУБПОДРЯДЧИКА, ВЫПОЛНЯЕТ И ПРЕДСТАВЛЯЕТ ЗАКАЗЧИКУ ПОДРЯДЧИК.",2
"3.6. ПОДРЯДЧИК ОБЯЗАН ВОЗВРАТИТЬ В ОБЛАСТНОЙ БЮДЖЕТ СУММУ ИЗЛИШНЕ ПОЛУЧЕННЫХ ДЕНЕЖНЫХ СРЕДСТВ В СЛУЧАЕ УСТАНОВЛЕНИЯ ОРГАНОМ, УПОЛНОМОЧЕННЫМ НА ОСУЩЕСТВЛЕНИЕ КОНТРОЛЯ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД, ОРГАНОМ ВНУТРЕННЕГО ГОСУДАРСТВЕННОГО ФИНАНСОВОГО КОНТРОЛЯ СМОЛЕНСКОЙ ОБЛАСТИ ФАКТОВ ЗАВЫШЕНИЯ СТОИМОСТИ РАБОТ И (ИЛИ) НЕВЕРНОГО ПРИМЕНЕНИЯ РАСЦЕНОК, А ТАКЖЕ ИНЫХ ОБСТОЯТЕЛЬСТВ, ПОВЛЕКШИХ ПРИЧИНЕНИЕ УЩЕРБА ЗАКАЗЧИКУ.",2
"ПОРЯДОК ОПЛАТЫ РАБОТ / 4.1. ОПЛАТА ВЫПОЛНЕННЫХ РАБОТ ПО НАСТОЯЩЕМУ КОНТРАКТУ ПРОИЗВОДИТСЯ ПО БЕЗНАЛИЧНОМУ РАСЧЕТУ В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РФ С УЧЕТОМ ПОЛОЖЕНИЙ РАЗДЕЛА 21 КОНТРАКТА О КАЗНАЧЕЙСКОМ СОПРОВОЖДЕНИИ РАСЧЕТОВ В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РФ.",2
"5.2. СРОКИ ВЫПОЛНЕНИЯ РАБОТ ПО ОБЪЕКТУ:",2
"7.2. ВО ВСЯКОЕ ВРЕМЯ ПРОВЕРЯТЬ ХОД И КАЧЕСТВО РАБОТ, ВЫПОЛНЯЕМЫХ ПОДРЯДЧИКОМ, НЕ ВМЕШИВАЯСЬ В ЕГО ДЕЯТЕЛЬНОСТЬ.",2
"7.10. ЗАКАЗЧИК, ПРЕДСТАВИТЕЛИ ЗАКАЗЧИКА ИМЕЮТ ПРАВО:",2
"7.22. ЗАКАЗЧИК ОБЯЗУЕТСЯ НЕСТИ ОТВЕТСТВЕННОСТЬ:",2
"8.1. ВЫПОЛНИТЬ ВСЕ РАБОТЫ В ОБЪЕМЕ И СРОКИ, ПРЕДУСМОТРЕННЫЕ НАСТОЯЩИМ КОНТРАКТОМ И ПРИЛОЖЕНИЯМИ К НЕМУ И СДАТЬ ОБЪЕКТ ЗАКАЗЧИКУ С КАЧЕСТВОМ, СООТВЕТСТВУЮЩИМ УСЛОВИЯМ КОНТРАКТА.",2
"8.3. ОБЕСПЕЧИТЬ КАЧЕСТВО ВЫПОЛНЕНИЯ ВСЕХ РАБОТ В СООТВЕТСТВИИ С ОРГАНИЗАЦИОННО – ТЕХНОЛОГИЧЕСКОЙ ДОКУМЕНТАЦИЕЙ, ОПИСАНИЕМ ОБЪЕКТА ЗАКУПКИ (ПРИЛОЖЕНИЕ № 1 К НАСТОЯЩЕМУ КОНТРАКТУ), УСЛОВИЯМИ НАСТОЯЩЕГО КОНТРАКТУ И ПРИЛОЖЕНИЙ К НЕМУ.",2
"8.7. ДО НАЧАЛА ПРОИЗВОДСТВА РАБОТ НА ОБЪЕКТЕ, ПОДРЯДЧИК ПРЕДСТАВЛЯЕТ ЗАКАЗЧИКУ СЛЕДУЮЩИЕ ДОКУМЕНТЫ:",2
"8.8. ОБЕСПЕЧИТЬ И СОДЕРЖАТЬ ЗА СВОЙ СЧЕТ ОХРАНУ ОБЪЕКТА, МАТЕРИАЛОВ, ОБОРУДОВАНИЯ, СТОЯНКИ СТРОИТЕЛЬНОЙ ТЕХНИКИ И ДРУГОГО ИМУЩЕСТВА, НЕОБХОДИМЫХ ДЛЯ ВЫПОЛНЕНИЯ РАБОТ НА СТРОИТЕЛЬНОЙ ПЛОЩАДКЕ, ОГРАЖДЕНИЯ МЕСТ ПРОИЗВОДСТВА РАБОТ С МОМЕНТА НАЧАЛА РАБОТ ДО ПОЛУЧЕНИЯ РАЗРЕШЕНИЯ НА ВВОД ОБЪЕКТА В ЭКСПЛУАТАЦИЮ. ПОДРЯДЧИК НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА БЕЗОПАСНОСТЬ ДВИЖЕНИЯ АВТОТРАНСПОРТА В ЗОНЕ ПРОИЗВОДСТВА РАБОТ.",2
"8.13. НЕМЕДЛЕННО ИЗВЕСТИТЬ ЗАКАЗЧИКА И, ДО ПОЛУЧЕНИЯ ОТ НЕГО УКАЗАНИЙ, ПРИОСТАНОВИТЬ РАБОТЫ ПРИ ОБНАРУЖЕНИИ, НЕЗАВИСЯЩИХ ОТ ПОДРЯДЧИКА ОБСТОЯТЕЛЬСТВ, УГРОЖАЮЩИХ СОХРАННОСТИ ИЛИ КАЧЕСТВУ ОБЪЕКТА, ЛИБО СОЗДАЮЩИХ НЕВОЗМОЖНОСТЬ ЗАВЕРШЕНИЯ РАБОТ В КОНТРАКТНОЙ СРОК.",2
"8.16. НЕСТИ ОТВЕТСТВЕННОСТЬ ПЕРЕД ЗАКАЗЧИКОМ ЗА НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ СУБПОДРЯДЧИКАМИ.",2
"8.24. НЕСТИ ОТВЕТСТВЕННОСТЬ ЗА ЛЮБОЕ НАРУШЕНИЕ ТРЕБОВАНИЙ ЗАКОНОДАТЕЛЬСТВА РФ В СООТВЕТСТВИИ С АДМИНИСТРАТИВНЫМ, УГОЛОВНЫМ, ГРАЖДАНСКИМ И ИНЫМ ЗАКОНОДАТЕЛЬСТВОМ РФ.",2
"8.27. ПОДРЯДЧИК ОБЯЗАН ВЕСТИ И ПРЕДОСТАВЛЯТЬ ЗАКАЗЧИКУ УЧЕТНУЮ ДОКУМЕНТАЦИЮ, КОТОРАЯ ВКЛЮЧАЕТ В СЕБЯ:",2
"8.29. ПРЕДСТАВЛЯЕТ ЗАКАЗЧИКУ:",2
"8.30. ПОДРЯДЧИК ОБЯЗУЕТСЯ УВЕДОМЛЯТЬ ЗАКАЗЧИКА О ЛЮБЫХ ВНЕШТАТНЫХ СИТУАЦИЯХ И ПРОИСШЕСТВИЯХ НА ОБЪЕКТЕ И/ИЛИ В СВЯЗИ С ИСПОЛНЕНИЕМ КОНТРАКТА, ВКЛЮЧАЯ, НО НЕ ОГРАНИЧИВАЯСЬ:",2
"8.40. ПРИ ВОЗНИКНОВЕНИИ ОБСТОЯТЕЛЬСТВ, ЗАМЕДЛЯЮЩИХ ХОД РАБОТ ИЛИ ДЕЛАЮЩИХ ДАЛЬНЕЙШЕЕ ПРОДОЛЖЕНИЕ РАБОТ НЕВОЗМОЖНЫМ, НЕМЕДЛЕННО ПОСТАВИТЬ ОБ ЭТОМ В ИЗВЕСТНОСТЬ ЗАКАЗЧИКА.",2
"8.43. ПРИВЛЕЧЬ К ИСПОЛНЕНИЮ КОНТРАКТА СУБПОДРЯДЧИКОВ, СОИСПОЛНИТЕЛЕЙ ИЗ ЧИСЛА СУБЪЕКТОВ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА, СОЦИАЛЬНО ОРИЕНТИРОВАННЫХ НЕКОММЕРЧЕСКИХ ОРГАНИЗАЦИЙ В ОБЪЕМЕ 25 ПРОЦЕНТОВ ОТ ЦЕНЫ КОНТРАКТА. (В СООТВЕТСТВИИ С Ч. 5 СТ. 30 ФЕДЕРАЛЬНОГО ЗАКОНА О КОНТРАКТНОЙ СИСТЕМЕ ПРИМЕНЯЕТСЯ К ПОДРЯДЧИКУ, НЕ ЯВЛЯЮЩЕМУСЯ СУБЪЕКТОМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА ИЛИ СОЦИАЛЬНО ОРИЕНТИРОВАННОЙ НЕКОММЕРЧЕСКОЙ ОРГАНИЗАЦИЕЙ). ПРЕДСТАВИТЬ ЗАКАЗЧИКУ В СРОК НЕ БОЛЕЕ 5 РАБОЧИХ ДНЕЙ С ДАТЫ ЗАКЛЮЧЕНИЯ ДОГОВОРА С СУБПОДРЯДЧИКОМ, СОИСПОЛНИТЕЛЕМ:",2
"8.47. НЕСТИ ОТВЕТСТВЕННОСТЬ ПЕРЕД ЗАКАЗЧИКОМ ЗА ДОПУЩЕННЫЕ ОТСТУПЛЕНИЯ ОТ ПРОЕКТА ПО РЕМОНТУ ИЛИ СМЕТНОГО РАСЧЕТА ПО РЕМОНТУ.",2
"9.9. В ТЕЧЕНИЕ 20 (ДВАДЦАТИ) РАБОЧИХ ДНЕЙ, СЛЕДУЮЩИХ ЗА ДНЕМ ПОСТУПЛЕНИЯ ДОКУМЕНТА О ПРИЕМКЕ, ЗАКАЗЧИК (ЗА ИСКЛЮЧЕНИЕМ СЛУЧАЯ СОЗДАНИЯ ПРИЕМОЧНОЙ КОМИССИИ) ОСУЩЕСТВЛЯЕТ ОДНО ИЗ СЛЕДУЮЩИХ ДЕЙСТВИЙ:",2
"9.10. В СЛУЧАЕ СОЗДАНИЯ ПРИЕМОЧНОЙ КОМИССИИ В ТЕЧЕНИЕ 20 (ДВАДЦАТИ) РАБОЧИХ ДНЕЙ, СЛЕДУЮЩИХ ЗА ДНЕМ ПОСТУПЛЕНИЯ ЗАКАЗЧИКУ ДОКУМЕНТА О ПРИЕМКЕ:",2
"10.2. ГАРАНТИЙНЫЙ СРОК НА ВЫПОЛНЕННЫЕ РАБОТЫ С ДАТЫ ПОДПИСАНИЯ СТОРОНАМИ АКТА ПРИЕМОЧНОЙ КОМИССИИ О ГОТОВНОСТИ К ПРИЕМКЕ В ЭКСПЛУАТАЦИЮ ОБЪЕКТА ДОЛЖНЫ СОСТАВЛЯТЬ:",2
"10.4. ПОДРЯДЧИК НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА НЕДОСТАТКИ (ДЕФЕКТЫ) РАБОТ, ОБНАРУЖЕННЫЕ В ПЕРИОД ГАРАНТИЙНЫХ СРОКОВ, ЕСЛИ НЕ ДОКАЖЕТ, ЧТО ОНИ ПРОИЗОШЛИ ВСЛЕДСТВИЕ НОРМАЛЬНОГО ИЗНОСА ОБЪЕКТА И ЕГО ЧАСТЕЙ, НЕПРАВИЛЬНОЙ ЕГО ЭКСПЛУАТАЦИИ, НЕНАДЛЕЖАЩЕГО РЕМОНТА ОБЪЕКТА, ПРОИЗВЕДЕННОГО ЗАКАЗЧИКОМ ИЛИ ПРИВЛЕЧЕННЫМИ ЗАКАЗЧИКОМ ТРЕТЬИМИ ЛИЦАМИ.",2
"10.12. В СЛУЧАЕ ВЫЯВЛЕНИЯ ОРГАНОМ, УПОЛНОМОЧЕННЫМ НА ОСУЩЕСТВЛЕНИЕ КОНТРОЛЯ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД, ОРГАНОМ ВНУТРЕННЕГО ГОСУДАРСТВЕННОГО ФИНАНСОВОГО КОНТРОЛЯ СМОЛЕНСКОЙ ОБЛАСТИ В ХОДЕ КОНТРОЛЬНЫХ МЕРОПРИЯТИЙ ФАКТА НЕСООТВЕТСТВИЯ ВЫПОЛНЕННЫХ РАБОТ ТРЕБОВАНИЯМ ЗАКОНОДАТЕЛЬСТВА РФ ИЛИ УСЛОВИЯМ КОНТРАКТА, ПОДРЯДЧИК ОБЯЗАН УСТРАНИТЬ ВЫЯВЛЕННЫЕ НЕСООТВЕТСТВИЯ, А В СЛУЧАЕ ВЫЯВЛЕНИЯ ФАКТОВ ЗАВЫШЕНИЯ СТОИМОСТИ ВЫПОЛНЕННЫХ РАБОТ И (ИЛИ) НЕВЕРНОГО ПРИМЕНЕНИЯ РАСЦЕНОК, А ТАКЖЕ ИНЫХ ОБСТОЯТЕЛЬСТВ, ПОВЛЕКШИХ ПРИЧИНЕНИЕ УЩЕРБА ЗАКАЗЧИКУ, ПОДРЯДЧИК ОБЯЗАН ВОЗВРАТИТЬ В ОБЛАСТНОЙ БЮДЖЕТ СУММУ ИЗЛИШНЕ ПОЛУЧЕННЫХ ДЕНЕЖНЫХ СРЕДСТВ.",2
"11. ОТВЕТСТВЕННОСТЬ СТОРОН. / 11.1. В СЛУЧАЕ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗАКАЗЧИК И ПОДРЯДЧИК НЕСУТ ОТВЕТСТВЕННОСТЬ В СООТВЕТСТВИИ СО СТАТЬЕЙ 34 ФЕДЕРАЛЬНОГО ЗАКОНА О КОНТРАКТНОЙ СИСТЕМЕ, А ТАКЖЕ УСЛОВИЯМИ КОНТРАКТА.",2
"11.8. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОДРЯДЧИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ (В ТОМ ЧИСЛЕ ГАРАНТИЙНОГО ОБЯЗАТЕЛЬСТВА), ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ ПОДРЯДЧИК ВЫПЛАЧИВАЕТ ЗАКАЗЧИКУ ШТРАФ В РАЗМЕРЕ:",2
"11.9. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОДРЯДЧИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗАКЛЮЧЕННЫМ С ПОБЕДИТЕЛЕМ ЗАКУПКИ (ИЛИ С ИНЫМ УЧАСТНИКОМ ЗАКУПКИ В СЛУЧАЯХ, УСТАНОВЛЕННЫХ ФЕДЕРАЛЬНЫМ ЗАКОНОМ «О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД»), ПРЕДЛОЖИВШИМ НАИБОЛЕЕ ВЫСОКУЮ ЦЕНУ ЗА ПРАВО ЗАКЛЮЧЕНИЯ КОНТРАКТА, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ (В ТОМ ЧИСЛЕ ГАРАНТИЙНОГО ОБЯЗАТЕЛЬСТВА), ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ПОДРЯДЧИК ВЫПЛАЧИВАЕТ ЗАКАЗЧИКУ ШТРАФ В РАЗМЕРЕ:",2
