section_id,title,count
s_8_4_в_целях_настоящего_договора_конфиденциальная_информация_означает_любую_информацию_о_существовании_настоящего_договора_текущих_переговорах_связанных_с_настоящим_договором_любую_информацию_содержащуюся_в_заявках_заказчика_и_отчетах_исполнителя_любую_информацию_о_деловой_активности_и_финансовых_делах_сторон_или_любого_из_их_аффилированных_лиц_и_любую_другую_информацию_с_грифом_конфиденциально_или_обозначенную_таковой_в_письменной_форме_одной_из_сторон_другой_стороне,"8.4. В ЦЕЛЯХ НАСТОЯЩЕГО ДОГОВОРА КОНФИДЕНЦИАЛЬНАЯ ИНФОРМАЦИЯ ОЗНАЧАЕТ ЛЮБУЮ ИНФОРМАЦИЮ О СУЩЕСТВОВАНИИ НАСТОЯЩЕГО ДОГОВОРА, ТЕКУЩИХ ПЕРЕГОВОРАХ, СВЯЗАННЫХ С НАСТОЯЩИМ ДОГОВОРОМ, ЛЮБУЮ ИНФОРМАЦИЮ, СОДЕРЖАЩУЮСЯ В ЗАЯВКАХ ЗАКАЗЧИКА И ОТЧЕТАХ ИСПОЛНИТЕЛЯ, ЛЮБУЮ ИНФОРМАЦИЮ О ДЕЛОВОЙ АКТИВНОСТИ И ФИНАНСОВЫХ ДЕЛАХ СТОРОН ИЛИ ЛЮБОГО ИЗ ИХ АФФИЛИРОВАННЫХ ЛИЦ, И ЛЮБУЮ ДРУГУЮ ИНФОРМАЦИЮ, С ГРИФОМ «КОНФИДЕНЦИАЛЬНО» ИЛИ ОБОЗНАЧЕННУЮ ТАКОВОЙ В ПИСЬМЕННОЙ ФОРМЕ ОДНОЙ ИЗ СТОРОН ДРУГОЙ СТОРОНЕ.",2
s_8_4_for_purposes_of_this_contract_confidential_information_means_any_information_about_the_existence_of_this_contract_ongoing_negotiations_related_to_this_contract_any_information_contained_in_the_order_requests_of_the_purchaser_and_reports_of_the_supplier_any_information_about_business_activities_or_financial_affairs_of_the_parties_and_any_other_information_classified_as_confidential_or_identified_in_writing_as_such_by_one_party_to_the_other_party,"8.4. FOR PURPOSES OF THIS CONTRACT, CONFIDENTIAL INFORMATION MEANS ANY INFORMATION ABOUT THE EXISTENCE OF THIS CONTRACT, ONGOING NEGOTIATIONS RELATED TO THIS CONTRACT, ANY INFORMATION CONTAINED IN THE ORDER REQUESTS OF THE PURCHASER AND REPORTS OF THE SUPPLIER, ANY INFORMATION ABOUT BUSINESS ACTIVITIES OR FINANCIAL AFFAIRS OF THE PARTIES, AND ANY OTHER INFORMATION CLASSIFIED AS “CONFIDENTIAL” OR IDENTIFIED IN WRITING AS SUCH BY ONE PARTY TO THE OTHER PARTY.",2
s_7_приложения_1_приложение_no_1_график_исполнения_работ,7. ПРИЛОЖЕНИЯ: / 1. ПРИЛОЖЕНИЕ № 1: ГРАФИК ИСПОЛНЕНИЯ РАБОТ:,2
s_7_appendixes,7. APPENDIXES:,2
s_8_юридические_адреса_заказчик_customer,8. ЮРИДИЧЕСКИЕ АДРЕСА / ЗАКАЗЧИК/CUSTOMER:,2
s_4_delivery_terms,4. DELIVERY TERMS,2
beneficiary_address_beneficiary_bank_s_name,BENEFICIARY ADDRESS: / BENEFICIARY BANK’S NAME:,2
s_11_арбитраж,11. АРБИТРАЖ.,2
s_5_date_and_time_of_delivery,5. DATE AND TIME OF DELIVERY,2
s_12_ответственность_сторон,12. ОТВЕТСТВЕННОСТЬ СТОРОН,2
s_1_2_наименование_количество_цена_коды_тн_вэд_и_страна_происхождения_товаров_указаны_в_приложении_к_настоящему_контракту,"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО, ЦЕНА, КОДЫ ТН ВЭД И СТРАНА ПРОИСХОЖДЕНИЯ ТОВАРОВ УКАЗАНЫ В ПРИЛОЖЕНИИ К НАСТОЯЩЕМУ КОНТРАКТУ.",2
s_3_1_the_payments_under_the_present_contract_will_be_performed_in_usd_as_follows,3.1. THE PAYMENTS UNDER THE PRESENT CONTRACT WILL BE PERFORMED IN USD AS FOLLOWS:,2
s_3_quality_certificate_sgs_the_original,3) QUALITY CERTIFICATE SGS THE ORIGINAL;,2
приложение_no_2_график_поставки,ПРИЛОЖЕНИЕ № 2 / ГРАФИК ПОСТАВКИ,2
signatures_of_the_parties_подписи_сторон,SIGNATURES OF THE PARTIES: / ПОДПИСИ СТОРОН:,2
company_moscow_gas_chemical_complex_llc,[«COMPANY »] / «MOSCOW GAS CHEMICAL COMPLEX» LLC,2
s_9_разрешение_споров_арбитраж,"9. РАЗРЕШЕНИЕ СПОРОВ, АРБИТРАЖ",2
account_by71pjcb30124100121020000978_priorbank_joint_stock_company_minsk_republic_of_belarus_swift_pjcb_by_2x,"ACCOUNT: BY71PJCB30124100121020000978 / «PRIORBANK» JOINT STOCK COMPANY, MINSK, REPUBLIC OF BELARUS, SWIFT: PJCB BY 2X",2
belinvestbank_joint_stock_company_minsk_republic_of_belarus_swift_blbb_by_2x,"«BELINVESTBANK» JOINT STOCK COMPANY, MINSK, REPUBLIC OF BELARUS, / SWIFT: BLBB BY 2X",2
s_3_3_the_contract_number_must_be_prominently_displayed_on_all_documents_and_forms_this_includes_but_is_not_limited_to_invoices_bills_of_lading_and_packing_list_failure_to_do_so_can_delay_payments_to_the_next_billing_period_with_no_liability_to_the_buyer,"3.3. THE CONTRACT NUMBER MUST BE PROMINENTLY DISPLAYED ON ALL DOCUMENTS AND FORMS. THIS INCLUDES, BUT IS NOT LIMITED TO: INVOICES, BILLS OF LADING AND PACKING LIST. FAILURE TO DO SO CAN DELAY PAYMENTS TO THE NEXT BILLING PERIOD WITH NO LIABILITY TO THE BUYER.",2
s_7_ответственность,7. ОТВЕТСТВЕННОСТЬ,2
s_4_обязанности_поставщика_4_1_within_3_three_days_from_the_date_of_signing_this_contract_provide_the_purchaser_with_an_invoice_for_payment,"4. ОБЯЗАННОСТИ ПОСТАВЩИКА / 4.1. WITHIN 3 (THREE) DAYS FROM THE DATE OF SIGNING THIS CONTRACT, PROVIDE THE PURCHASER WITH AN INVOICE FOR PAYMENT.",2
s_4_2_within_1_one_day_from_the_date_of_shipment_of_the_goods_submit_to_the_purchaser_by_e_mail_copies_of_all_documents_specified_in_clause_4_6_of_this_contract,"4.2. WITHIN 1 (ONE) DAY FROM THE DATE OF SHIPMENT OF THE GOODS, SUBMIT TO THE PURCHASER BY E-MAIL COPIES OF ALL DOCUMENTS SPECIFIED IN CLAUSE 4.6. OF THIS CONTRACT.",2
s_4_3_no_later_than_5_five_working_days_before_the_date_of_delivery_of_the_goods_the_supplier_must_provide_the_purchaser_with_advance_notice_of_the_time_of_its_delivery_to_the_place_of_delivery,"4.3. NO LATER THAN 5 (FIVE) WORKING DAYS BEFORE THE DATE OF DELIVERY OF THE GOODS, THE SUPPLIER MUST PROVIDE THE PURCHASER WITH ADVANCE NOTICE OF THE TIME OF ITS DELIVERY TO THE PLACE OF DELIVERY.",2
s_5_1_товары_поставляются_поставщиком_на_следующих_условиях,5.1. ТОВАРЫ ПОСТАВЛЯЮТСЯ ПОСТАВЩИКОМ НА СЛЕДУЮЩИХ УСЛОВИЯХ:,2
s_6_1_приемка_товаров_осуществляется_покупателем,6.1. ПРИЕМКА ТОВАРОВ ОСУЩЕСТВЛЯЕТСЯ ПОКУПАТЕЛЕМ:,2
s_8_2_поставщик_гарантирует_что_поставленные_товары_не_являются_контрафактным_контрафактные_товары_материальные_носители_товар_материально_технические_ресурсы_и_др,"8.2. ПОСТАВЩИК ГАРАНТИРУЕТ, ЧТО ПОСТАВЛЕННЫЕ ТОВАРЫ НЕ ЯВЛЯЮТСЯ КОНТРАФАКТНЫМ. КОНТРАФАКТНЫЕ ТОВАРЫ - МАТЕРИАЛЬНЫЕ НОСИТЕЛИ (ТОВАР, МАТЕРИАЛЬНО-ТЕХНИЧЕСКИЕ РЕСУРСЫ И ДР.):",2
s_8_4_гарантийный_срок_составляет_12_месяцев_после_подписания_сторонами_акта_приёмки_при_условии_что_товары_будут_правильно_установлены_и_поддержаны_а_также_будут_эксплуатироваться_в_соответствии_с_номинальными_характеристиками_техническими_и_проектными_условиями_ни_при_каких_обстоятельствах_поставщик_не_несет_ответственности_за_товары,"8.4. ГАРАНТИЙНЫЙ СРОК СОСТАВЛЯЕТ 12 МЕСЯЦЕВ ПОСЛЕ ПОДПИСАНИЯ СТОРОНАМИ АКТА ПРИЁМКИ ПРИ УСЛОВИИ, ЧТО ТОВАРЫ БУДУТ ПРАВИЛЬНО УСТАНОВЛЕНЫ И ПОДДЕРЖАНЫ, А ТАКЖЕ БУДУТ ЭКСПЛУАТИРОВАТЬСЯ В СООТВЕТСТВИИ С НОМИНАЛЬНЫМИ ХАРАКТЕРИСТИКАМИ, ТЕХНИЧЕСКИМИ И ПРОЕКТНЫМИ УСЛОВИЯМИ. НИ ПРИ КАКИХ ОБСТОЯТЕЛЬСТВАХ ПОСТАВЩИК НЕ НЕСЕТ ОТВЕТСТВЕННОСТИ ЗА ТОВАРЫ:",2
s_9_3_for_violation_of_the_delivery_terms_specified_in_clause_4_4_of_this_contract_the_purchaser_has_the_right_to_demand_from_the_supplier_to_pay_a_forfeit_in_the_form_of_a_penalty_in_the_amount_of_0_5_zero_point_five_tenths_of_a_percent_of_the_value_of_the_not_delivered_goods_for_each_day_of_delay_in_this_case_the_total_amount_of_the_forfeit_should_not_exceed_50_fifty_percent_of_the_cost_of_the_goods_not_delivered_on_time,"9.3. FOR VIOLATION OF THE DELIVERY TERMS SPECIFIED IN CLAUSE 4.4. OF THIS CONTRACT, THE PURCHASER HAS THE RIGHT TO DEMAND FROM THE SUPPLIER TO PAY A FORFEIT IN THE FORM OF A PENALTY IN THE AMOUNT OF 0.5 % (ZERO POINT FIVE TENTHS OF A PERCENT) OF THE VALUE OF THE NOT DELIVERED GOODS FOR EACH DAY OF DELAY. IN THIS CASE, THE TOTAL AMOUNT OF THE FORFEIT SHOULD NOT EXCEED 50 % (FIFTY PERCENT) OF THE COST OF THE GOODS NOT DELIVERED ON TIME.",2
s_9_4_for_the_supply_of_low_quality_goods_or_goods_that_do_not_comply_with_the_appendix_to_this_contract_the_purchaser_has_the_right_to_impose_a_fine_on_the_supplier_in_the_amount_of_20_twenty_percent_of_their_value,"9.4. FOR THE SUPPLY OF LOW-QUALITY GOODS OR GOODS THAT DO NOT COMPLY WITH THE APPENDIX TO THIS CONTRACT, THE PURCHASER HAS THE RIGHT TO IMPOSE A FINE ON THE SUPPLIER IN THE AMOUNT OF 20 % (TWENTY PERCENT) OF THEIR VALUE.",2
s_9_6_payment_by_the_parties_of_penalties_fines_and_or_compensation_for_losses_provided_for_by_this_contract_does_not_relieve_the_parties_from_fulfilling_their_obligations_and_other_conditions_provided_for_in_this_contract,"9.6. PAYMENT BY THE PARTIES OF PENALTIES, FINES AND / OR COMPENSATION FOR LOSSES PROVIDED FOR BY THIS CONTRACT DOES NOT RELIEVE THE PARTIES FROM FULFILLING THEIR OBLIGATIONS AND OTHER CONDITIONS PROVIDED FOR IN THIS CONTRACT.",2
s_11_7_если_исполнитель_по_настоящему_договору_сталкивается_с_действиями_работников_покупателя_противоречащими_антикоррупционным_положениям_настоящего_договора_и_или_применимому_законодательству_в_том_числе_с_фактами_принуждения_к_совершению_коррупционных_нарушений_он_должен_сообщить_об_этом_по_одному_из_следующих_каналов_связи,"11.7. ЕСЛИ ИСПОЛНИТЕЛЬ ПО НАСТОЯЩЕМУ ДОГОВОРУ СТАЛКИВАЕТСЯ С ДЕЙСТВИЯМИ РАБОТНИКОВ ПОКУПАТЕЛЯ, ПРОТИВОРЕЧАЩИМИ АНТИКОРРУПЦИОННЫМ ПОЛОЖЕНИЯМ НАСТОЯЩЕГО ДОГОВОРА И/ИЛИ ПРИМЕНИМОМУ ЗАКОНОДАТЕЛЬСТВУ, В ТОМ ЧИСЛЕ С ФАКТАМИ ПРИНУЖДЕНИЯ К СОВЕРШЕНИЮ КОРРУПЦИОННЫХ НАРУШЕНИЙ, ОН ДОЛЖЕН СООБЩИТЬ ОБ ЭТОМ ПО ОДНОМУ ИЗ СЛЕДУЮЩИХ КАНАЛОВ СВЯЗИ:",2
s_12_1_покупатель_имеет_право_расторгнуть_настоящий_контракт_полностью_или_в_части_причем_за_это_он_не_несет_ответственности_перед_поставщиком_если_поставщик,"12.1. ПОКУПАТЕЛЬ ИМЕЕТ ПРАВО РАСТОРГНУТЬ НАСТОЯЩИЙ КОНТРАКТ ПОЛНОСТЬЮ ИЛИ В ЧАСТИ (ПРИЧЕМ ЗА ЭТО ОН НЕ НЕСЕТ ОТВЕТСТВЕННОСТИ ПЕРЕД ПОСТАВЩИКОМ), ЕСЛИ ПОСТАВЩИК:",2
s_15_юридические_адреса_и_банковские_реквизиты_сторон,15. ЮРИДИЧЕСКИЕ АДРЕСА И БАНКОВСКИЕ РЕКВИЗИТЫ СТОРОН:,2
s_1_the_subject_of_the_contract_and_definitions_1_1_the_seller_shall_supply_to_the_buyer_the_goods_mentioned_in_the_attachment_1_to_the_present_contract_and_the_buyer_shall_receive_and_pay_for_the_goods_in_accordance_with_the_terms_and_conditions_set_forth_hereunder,"1. THE SUBJECT OF THE CONTRACT AND DEFINITIONS / 1.1. THE SELLER SHALL SUPPLY TO THE BUYER THE GOODS, MENTIONED IN THE ATTACHMENT #1 TO THE PRESENT CONTRACT, AND THE BUYER SHALL RECEIVE AND PAY FOR THE GOODS IN ACCORDANCE WITH THE TERMS AND CONDITIONS SET FORTH HEREUNDER.",2
s_1_3_line_item_quantity_technical_parameters_assortment_if_applicable_measurement_unit_price_customs_code_code_hs_quality_compliance_compliance_to_any_international_quality_standards_name_of_manufacturer_and_the_country_of_origin_of_the_goods_shall_be_shown_in_attachment_1,"1.3. LINE ITEM, QUANTITY, TECHNICAL PARAMETERS, ASSORTMENT (IF APPLICABLE), MEASUREMENT, UNIT PRICE, CUSTOMS CODE (CODE HS), QUALITY COMPLIANCE (COMPLIANCE TO ANY INTERNATIONAL QUALITY STANDARDS), NAME OF MANUFACTURER AND THE COUNTRY OF ORIGIN OF THE GOODS SHALL BE SHOWN IN ATTACHMENT #1.",2
s_1_5_final_acceptance_act_is_a_document_which_states_that_seller_has_accomplished_delivery_of_the_goods_in_full_configuration_and_in_corresponding_quality_according_to_the_terms_and_conditions_to_the_present_contract_and_performed_assembly_of_components_and_commissioning_of_the_goods_at_buyer_s_premises,"1.5. “FINAL ACCEPTANCE ACT” IS A DOCUMENT WHICH STATES THAT SELLER HAS ACCOMPLISHED DELIVERY OF THE GOODS IN FULL CONFIGURATION AND IN CORRESPONDING QUALITY, ACCORDING TO THE TERMS AND CONDITIONS TO THE PRESENT CONTRACT, AND PERFORMED ASSEMBLY OF COMPONENTS AND COMMISSIONING OF THE GOODS AT BUYER’S PREMISES.",2
s_1_6_act_of_acceptance_of_goods_is_a_document_which_states_that_seller_has_accomplished_delivery_of_the_goods_in_full_configuration_and_in_corresponding_quality_according_to_the_terms_and_conditions_to_the_present_contract,"1.6. “ACT OF ACCEPTANCE OF GOODS” IS A DOCUMENT WHICH STATES THAT SELLER HAS ACCOMPLISHED DELIVERY OF THE GOODS IN FULL CONFIGURATION AND IN CORRESPONDING QUALITY, ACCORDING TO THE TERMS AND CONDITIONS TO THE PRESENT CONTRACT.",2
s_3_4_payment_for_services_will_be_made_only_after_submission_of_the_documents_described_in_article_8_2_of_the_present_contract,3.4. PAYMENT FOR SERVICES WILL BE MADE ONLY AFTER SUBMISSION OF THE DOCUMENTS DESCRIBED IN ARTICLE 8.2 OF THE PRESENT CONTRACT.,2
s_5_5_in_addition_to_the_paragraph_7_of_the_general_terms_and_conditions_in_case_if_the_seller_requests_return_of_non_confirming_rejected_obsolete_or_surplus_goods_defective_goods_then_such_defective_goods_shall_be_returned_to_the_seller_on_ex_works_buyer_s_premises_conditions_incoterms_2020,"5.5. IN ADDITION TO THE PARAGRAPH 7 OF THE GENERAL TERMS AND CONDITIONS, IN CASE IF THE SELLER REQUESTS RETURN OF NON-CONFIRMING, REJECTED, OBSOLETE OR SURPLUS GOODS (“DEFECTIVE GOODS”), THEN SUCH DEFECTIVE GOODS SHALL BE RETURNED TO THE SELLER ON EX WORKS - BUYER’S PREMISES CONDITIONS (INCOTERMS 2020).",2
s_6_export_compliance_6_1_additionally_the_products_services_and_or_technical_data_collectively_items_delivered_under_this_agreement_may_be_subject_to_the_export_control_laws_and_regulations_of_the_united_states_russian_federation_and_other_applicable_jurisdictions_collectively_export_control_laws_including_but_not_limited_to_the_international_traffic_in_arms_regulations_or_the_export_administration_regulations_collectively_u_s_export_laws_and_or_russian_federation_s_export_control_list_s_the_parties_shall_comply_with_all_applicable_export_control_laws_of_the_u_s_and_russian_federation_and_shall_not_export_re_export_or_transfer_items_without_first_obtaining_all_required_licenses_and_approvals,"6. EXPORT COMPLIANCE / 6.1. ADDITIONALLY, THE PRODUCTS, SERVICES AND/OR TECHNICAL DATA (COLLECTIVELY “ITEMS”) DELIVERED UNDER THIS AGREEMENT MAY BE SUBJECT TO THE EXPORT CONTROL LAWS AND REGULATIONS OF THE UNITED STATES, RUSSIAN FEDERATION AND OTHER APPLICABLE JURISDICTIONS (COLLECTIVELY ""EXPORT CONTROL LAWS"") INCLUDING, BUT NOT LIMITED TO, THE INTERNATIONAL TRAFFIC IN ARMS REGULATIONS OR THE EXPORT ADMINISTRATION REGULATIONS (COLLECTIVELY “U.S. EXPORT LAWS”) AND/OR RUSSIAN FEDERATION’S EXPORT CONTROL LIST(S). THE PARTIES SHALL COMPLY WITH ALL APPLICABLE EXPORT CONTROL LAWS OF THE U.S. AND RUSSIAN FEDERATION AND SHALL NOT EXPORT, RE-EXPORT OR TRANSFER ITEMS WITHOUT FIRST OBTAINING ALL REQUIRED LICENSES AND APPROVALS.",2
s_7_the_responsibilities_and_guarantees_7_1_for_any_delayed_delivery_of_all_the_goods_or_part_of_the_goods_as_compared_to_the_due_dates_according_to_the_attachment_1_hereto_the_buyer_is_entitled_to_require_from_the_seller_to_pay_a_penalty_equal_to_0_1_zero_point_one_percent_of_each_part_of_not_fulfilled_obligation_under_this_contract_for_each_day_of_delay_for_each_part_of_not_fulfilled_obligation_unless_the_delivery_is_delayed_due_to_the_fault_of_the_buyer_the_total_amount_of_the_penalty_does_not_exceed_5_of_the_contract_price_the_buyer_may_deduct_the_penalty_amount_from_the_payment_due_from_the_buyer_to_seller_for_the_delivered_goods,"7. THE RESPONSIBILITIES AND GUARANTEES / 7.1. FOR ANY DELAYED DELIVERY OF ALL THE GOODS OR PART OF THE GOODS AS COMPARED TO THE DUE DATES ACCORDING TO THE ATTACHMENT #1 HERETO, THE BUYER IS ENTITLED TO REQUIRE FROM THE SELLER TO PAY A PENALTY EQUAL TO 0,1% (ZERO-POINT ONE PERCENT) OF EACH PART OF NOT FULFILLED OBLIGATION UNDER THIS CONTRACT FOR EACH DAY OF DELAY FOR EACH PART OF NOT FULFILLED OBLIGATION UNLESS THE DELIVERY IS DELAYED DUE TO THE FAULT OF THE BUYER. THE TOTAL AMOUNT OF THE PENALTY DOES NOT EXCEED 5% OF THE CONTRACT PRICE. THE BUYER MAY DEDUCT THE PENALTY AMOUNT FROM THE PAYMENT DUE FROM THE BUYER TO SELLER FOR THE DELIVERED GOODS.",2
s_7_4_the_seller_guarantees_that_by_the_time_of_signing_the_act_of_final_acceptance_the_results_will_meet_the_conformity_of_quality_agreed_between_the_parties_as_well_as_meet_respective_technical_requirements_applicable_laws_and_standards_and_the_goods_will_fit_for_the_intended_use,"7.4. THE SELLER GUARANTEES THAT BY THE TIME OF SIGNING THE ACT OF FINAL ACCEPTANCE, THE RESULTS WILL MEET THE CONFORMITY OF QUALITY AGREED BETWEEN THE PARTIES, AS WELL AS MEET RESPECTIVE TECHNICAL REQUIREMENTS, APPLICABLE LAWS AND STANDARDS, AND THE GOODS WILL FIT FOR THE INTENDED USE.",2
